,TP9,AF7,AF8,TP10,Right AUX,timestamps
390,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.147
391,135.742,166.504,-753.906,-270.020,0.000,1713320977.151
392,-1000.000,-1000.000,-96.680,999.512,0.000,1713320977.154
393,214.844,-104.004,-560.059,245.117,0.000,1713320977.158
394,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.162
395,301.758,414.062,-964.355,-618.652,0.000,1713320977.165
396,-1000.000,-1000.000,-236.816,999.512,0.000,1713320977.172
397,-254.883,-285.645,-365.723,539.062,0.000,1713320977.176
398,999.512,999.512,-1000.000,-996.094,0.000,1713320977.180
399,806.152,923.828,-1000.000,-1000.000,0.000,1713320977.183
400,-811.035,-657.715,-426.758,317.871,0.000,1713320977.187
401,-341.797,-576.172,-190.918,999.512,0.000,1713320977.191
402,999.512,948.242,-962.402,-352.051,0.000,1713320977.195
403,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.198
404,-174.316,-7.812,-631.348,-175.293,0.000,1713320977.202
405,-799.316,-1000.000,-137.695,999.512,0.000,1713320977.206
406,733.887,285.156,-768.066,180.176,0.000,1713320977.210
407,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.213
408,143.066,174.805,-816.406,-348.633,0.000,1713320977.219
409,-1000.000,-1000.000,-85.449,999.512,0.000,1713320977.223
410,110.352,-194.824,-446.777,254.395,0.000,1713320977.226
411,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.230
412,404.297,508.789,-1000.000,-818.359,0.000,1713320977.234
413,-1000.000,-1000.000,-257.812,773.926,0.000,1713320977.238
414,-285.645,-300.293,-294.434,692.871,0.000,1713320977.241
415,999.512,999.512,-1000.000,-896.484,0.000,1713320977.245
416,937.012,999.512,-1000.000,-1000.000,0.000,1713320977.249
417,-633.789,-444.336,-458.008,183.594,0.000,1713320977.253
418,-414.551,-672.852,-107.422,999.512,0.000,1713320977.256
419,999.512,888.672,-906.738,-175.293,0.000,1713320977.260
420,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.265
421,-61.035,101.562,-635.742,-210.449,0.000,1713320977.269
422,-832.031,-1000.000,2.441,999.512,0.000,1713320977.273
423,665.039,200.684,-632.812,234.375,0.000,1713320977.277
